file_name,skip
data/chemecca/study01/set02/org01/78906.json,498.0
data/yarbo/client02/study00/30813.json,482.0
data/yarbo/client01/study02/71033.json,478.0
data/yarbo/client02/study01/69924.json,467.0
data/yarbo/client00/study00/53353.json,460.0
data/altius/group03/client00/59853.json,458.0
data/altius/group03/client03/97444.json,457.0
data/chemecca/study00/org01/set02/86415.json,450.0
data/chemecca/study00/org00/set02/41565.json,441.0
