file_name,process
data/chemecca/study01/set02/org01/86674.json,155.0
data/chemecca/study01/set00/org02/10309.json,153.0
data/chemecca/study02/org00/set00/85167.json,147.0
data/chemecca/study00/org01/set02/58877.json,144.0
data/altius/group01/client01/35789.json,143.0
data/healthtrails/group00/73336.json,143.0
data/yarbo/client00/study01/22089.json,142.0
data/yarbo/client01/study01/25576.json,140.0
data/chemecca/study02/org01/set00/93479.json,135.0
